,test_no,f1,precision,recall,tn,fp,fn,tp,preds
10,0,0.7305555555555555,0.7421052631578948,0.7348936170212765,32,18,8,39,"[0 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1 0
 1 1 1 0 1 0 0 1 0 1 1 1 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 1 1 1 1 1 1 1
 1 1 0 1 1 1 0 1 1 1 0 0 1 0 1 0 1 1 0 0 1 1 1]"
11,0,0.7205803904833032,0.7295296167247387,0.7242553191489361,32,18,9,38,"[0 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1 0
 0 1 1 0 1 0 0 1 0 1 1 1 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 1 1 1 1 1 1 1
 1 1 0 1 1 1 0 1 1 1 0 0 1 0 1 0 1 1 0 0 1 1 1]"
12,1,0.348993288590604,0.268041237113402,0.5,0,45,0,52,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
13,1,0.6785037878787878,0.781328320802005,0.6918803418803419,19,26,2,50,"[1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 0 1 1
 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1
 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 0 1]"
14,1,0.7523404255319148,0.7529761904761905,0.7542735042735043,35,10,14,38,"[1 0 1 0 0 1 1 1 0 1 0 1 1 1 0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 1 1 0 0 1
 1 1 1 1 0 0 0 1 1 0 0 1 0 0 1 0 0 1 1 0 0 1 1 1 1 1 1 0 0 1 0 0 0 0 1 0 1
 1 1 1 1 1 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
15,1,0.7075796726959518,0.7439309056956116,0.7232905982905983,40,5,23,29,"[1 0 1 0 0 1 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0
 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0
 1 1 1 1 1 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
16,1,0.7676393728222997,0.7804054054054055,0.766025641025641,30,15,7,45,"[1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 1 0 1 0 1 1 0 0 1
 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1 1
 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1]"
17,1,0.7504288164665522,0.7517226528854436,0.7497863247863248,32,13,11,41,"[1 0 1 0 1 1 1 1 0 1 0 1 1 1 0 0 1 0 1 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 1 1 0 0 1 0 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1
 1 1 0 1 1 0 0 1 0 0 1 1 0 0 1 1 1 0 0 0 1 0 1]"
18,1,0.8098867595818815,0.8240990990990991,0.8074786324786325,32,13,5,47,"[1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 0 0 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 0 1 0 1
 1 1 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
19,1,0.8348936170212766,0.8354591836734694,0.8371794871794872,39,6,10,42,"[1 0 1 0 0 1 1 0 0 1 0 1 1 1 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1
 1 1 1 0 0 0 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 0
 1 1 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
20,1,0.8544168096054888,0.8561584840654608,0.8534188034188034,37,8,6,46,"[1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1
 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
21,1,0.8220183486238531,0.8285087719298245,0.8200854700854701,34,11,6,46,"[1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1
 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
22,1,0.8220183486238531,0.8285087719298245,0.8200854700854701,34,11,6,46,"[1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1
 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 0 1 0 0 1 0 1]"
23,1,0.85491452991453,0.85491452991453,0.85491452991453,38,7,7,45,"[1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1
 1 1 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
24,1,0.7937925170068028,0.796462063086104,0.7972222222222223,38,7,13,39,"[1 0 1 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 0
 1 1 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
25,1,0.8443017656500802,0.8449828473413379,0.8438034188034188,37,8,7,45,"[1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 0 1 1 0 1 1 0 1 0 0 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 0 0 1 0 1
 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
26,1,0.8240691347487464,0.8237425404944587,0.8245726495726495,37,8,9,43,"[1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 0
 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
27,1,0.8134615384615385,0.8134615384615385,0.8134615384615385,36,9,9,43,"[1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 0 1 0 0 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 0
 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
28,1,0.8329026701119724,0.8375435540069687,0.8311965811965811,35,10,6,46,"[1 0 1 0 0 1 1 1 1 1 0 1 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1
 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 0 0 1 0 1
 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 1]"
29,2,0.4085365853658536,0.345360824742268,0.5,0,30,0,67,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
30,2,0.5825443277672577,0.7952380952380952,0.5925373134328358,6,24,1,66,"[1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1]"
31,2,0.6954908675799087,0.7535161744022503,0.6793532338308458,13,17,5,62,"[1 1 1 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0
 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0
 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1]"
32,2,0.7629521016617791,0.7588942307692308,0.767910447761194,21,9,11,56,"[0 1 1 0 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0
 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 0 0 1 0
 0 1 0 1 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1]"
33,2,0.7728337236533958,0.7705278592375366,0.7753731343283582,21,9,10,57,"[0 1 1 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0
 1 1 0 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 0 0 1 0
 0 1 0 1 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1]"
34,2,0.789815817984832,0.8290909090909091,0.7701492537313432,18,12,4,63,"[0 1 1 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1
 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0
 0 1 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1]"
35,2,0.8278397565922921,0.8348861283643892,0.8218905472636815,22,8,6,61,"[0 1 1 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 0 1 1
 1 1 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 0 0 1 0
 0 1 0 1 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1]"
36,2,0.8136765270841336,0.8246031746031746,0.8052238805970149,21,9,6,61,"[0 1 1 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0
 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0
 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1]"
37,2,0.8237004725554344,0.8167613636363636,0.8328358208955224,24,6,9,58,"[0 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 0 1 0
 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0
 0 1 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1]"
38,2,0.7888333973620182,0.7989417989417988,0.7810945273631841,20,10,7,60,"[0 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 0 1 0
 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 1 0
 0 1 0 1 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1]"
39,2,0.7843034663178549,0.803611111111111,0.7718905472636816,19,11,6,61,"[0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0
 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 0 0 1 0
 0 1 0 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1]"
40,2,0.7843034663178549,0.803611111111111,0.7718905472636816,19,11,6,61,"[0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0
 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 1 0
 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1]"
41,3,0.348993288590604,0.268041237113402,0.5,0,45,0,52,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
42,3,0.348993288590604,0.268041237113402,0.5,0,45,0,52,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
43,3,0.348993288590604,0.268041237113402,0.5,0,45,0,52,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
44,3,0.348993288590604,0.268041237113402,0.5,0,45,0,52,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
45,3,0.348993288590604,0.268041237113402,0.5,0,45,0,52,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
46,3,0.348993288590604,0.268041237113402,0.5,0,45,0,52,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
47,4,0.3576158940397351,0.2783505154639175,0.5,0,43,0,54,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
48,4,0.5230331262939959,0.6437728937728937,0.5676141257536607,9,34,4,50,"[0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1
 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1]"
49,4,0.6466302367941712,0.675709939148073,0.6492248062015504,20,23,9,45,"[0 0 1 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 0 1 1 0 1
 1 1 1 1 0 1 1 1 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1
 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 0]"
50,4,0.7088336192109777,0.7083333333333333,0.7099483204134367,30,13,15,39,"[0 0 1 0 0 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 0 0 1 1 1 0 1 0 0 1
 0 1 1 1 0 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 0 0 1 1 0 1 1 0 1
 0 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0]"
51,4,0.659214308527627,0.6777188328912467,0.67312661498708,34,9,24,30,"[0 0 1 0 0 0 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 0 1 0 0 1 1 0 0 1 0 0 1
 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0
 0 1 1 0 1 1 1 1 0 0 1 0 1 0 1 1 0 1 0 0 0 0 0]"
52,4,0.6877566877566877,0.7021475256769374,0.6864771748492678,24,19,10,44,"[0 0 1 0 0 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 0 1 0 0 1
 1 1 1 1 0 1 1 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 1 0 1
 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 0 0]"
53,4,0.715990990990991,0.7431573802541545,0.7142549526270456,24,19,7,47,"[0 0 1 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1 1 0 0 1
 1 1 1 1 0 0 1 1 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1
 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 0 0 1]"
54,4,0.6556738806824688,0.6904761904761905,0.6584840654608096,20,23,8,46,"[0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 1 1 1 1 1 0 0 1
 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1
 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 0 1]"
55,4,0.6778884690255353,0.7155797101449275,0.679371231696813,21,22,7,47,"[0 0 1 0 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 0 0 1
 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1
 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1]"
56,4,0.6941441441441442,0.7194525904203324,0.6933677863910421,23,20,8,46,"[0 0 1 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 1 1 1 1 1 0 0 1
 1 1 1 1 0 0 1 1 1 1 1 0 0 0 1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1
 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 0 1]"
57,4,0.7117226197028068,0.7217668488160291,0.7097329888027561,26,17,10,44,"[0 0 1 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1 1 0 0 1
 0 1 1 1 0 0 1 1 0 1 1 0 0 0 1 0 1 1 1 0 1 0 0 0 1 0 1 1 0 1 1 1 1 1 1 0 1
 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 0 0]"
