,text,label
325,"If the government's case was so ""ill-considered"" (and so deceitfully and maliciously ill-conceived as well, I might add), will they do the proper due process amends under the 1st Amendment in terms of redress of grievances and restore my name, integrity, expenses that made me [PET_BOUNDARY]indigent[PET_BOUNDARY], lost salary, pension, and also the good name and substance of the other whistleblowers related to my case ( Bill Binney, Kirk Wiebe, Ed Loomis @ @ @ @ @ @ @ @ @ @ other government employees and contractors, you don't hear about at all, who were harassed, intimidated, threatened, investigated, coerced, interrogated and even in some cases had their personal effects taken without warrants, or even lost their clearances because of the government's case against me and their personal or professional association with me? ",1
902,"what about the exhibits with [PET_BOUNDARY]expired[PET_BOUNDARY] bugs'more than bugs are mounted; most striking is a rainbow collage that features butterflies of every color. there's also a display that highlights multi-legged and, the cicada killer wasp and the european (don't be fooled by the name) mantis. more exotic specimens include the elephant beetle, the goliath bird-eating tarantula and the african emperor scorpion.",1
741,"""Better"" brains can improve their food and there-by increase the chance that they will [PET_BOUNDARY]pass on[PET_BOUNDARY] their genes; genes specifically tied to the ""better"" brain. The brain is the driving force in the equation.",0
927,we haven't hit the cliff yet. we're hanging off the edge though. you might want to wait until after january st. most likely all of the bush tax cuts will be allowed to [PET_BOUNDARY]expire[PET_BOUNDARY] increasing taxes on everyone. same with the huge military cuts coming january st which will put a least a million highly educated skilled workers out of work,0
413,"I have watched the show from the beginning and I can tell @ @ @ @ @ @ @ @ @ @ to their 15, etc. My advice is for some of the housewives to [PET_BOUNDARY]lay off[PET_BOUNDARY] the Zanax, booze, and twitter and get the help they need! And for the love of humanity, please get the housewife who sings to stop. ",0
1096,"when jesus is saying the law will never [PET_BOUNDARY]pass away[PET_BOUNDARY], he is referring to the golden rule -- not the commentary.",0
805,"1. Rifling and archedean screw- enhanced drag co-efficient spin. (The molecules on the outside of the flow attract to the pipe linig, barely moving along the surface, and that is what creates the vortex.) You can observe it every time you [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on a sink or flush the toilet. Drag coefficients make it spin as it goes down the drain.",0
742,"But we don't even need any studies to realize how true this is in the case of procreation. People procreate in order to perpetuate the illusion that they will not die, that they will ""live on"" in their children and their children's children, that they will ""[PET_BOUNDARY]pass on[PET_BOUNDARY]"" whatever it is that makes their own lives meaningful.",0
617,"This proportion rose to 11% of sexually active Ugandans, or 8% of all Ugandan adults, by 2000 (Macro International, 1995, 2001 ). However, these low figures obscure the fact that condom use has now become quite high among those people who need them most, namely those still having multiple partners: in the 2000 DHS, 59% of men and 38% of women who reported having a non-regular partner said they had used a condom during last sex with such partners. ( see the 2004 Uganda HIV/AIDS Sero-Behavioral Survey, DHS, 2005. ) Condom use had reportedly risen to nearly 100% among commercial [PET_BOUNDARY]sex workers[PET_BOUNDARY] in Kampala by the late 1990s ( Asiimwe-Okiror et al., 1998). ",1
986,"Global cooling has huge economic implications, here you must agree with the environmentalists. If the arctic cap covers Kansas, not only will the nation be [PET_BOUNDARY]deprived[PET_BOUNDARY] of its most valuable intellectual prowess, we all know how bad that could be.",0
861,"In the sequence celebrating Britain's contribution to children's literature viewers were greeted with well-known DeVille, Captain Hook and, just to make sure no child that night was able to [PET_BOUNDARY]sleep with[PET_BOUNDARY] the light off, a 40 foot inflatable Voldemort.",0
264,"I'd been so busy wondering what he was going to do and [PET_BOUNDARY]expecting[PET_BOUNDARY] him to do something, that I'd completely forgotten to do anything myself. I felt like an idiot and this made me smile and I hadn't wanted to. ",0
468,"The [PET_BOUNDARY]mentally challenged[PET_BOUNDARY] girl in the Glen Ridge, NJ gang rape case had her medical and psychiatric records rifled through by the defense, who kept throwing up things she said in therapy during cross examination to prove that a teenager with the mental capacity of an 8-year-old was a ""slut"" and a ""pig"" (his words) and therefore wanted to be raped with a baseball bat and a pool cue. ",1
959,"Female Mastery for Men: Tristan Del Toro (definitely his real name) knows the three things every woman needs to know before she will [PET_BOUNDARY]sleep with[PET_BOUNDARY] you. This e-book costs4.95 ""for the first seven days of service"" plus a future payment of",1
1060,"another thing, the perspective of women who [PET_BOUNDARY]sleep around[PET_BOUNDARY], even by liberals, really hasn't changed. men still lose respect for women who are easily seduced. men still do not look favorably on women who behave that way, even when they encourage it @ @ @ @ @ @ @ @ @ @ "". it is hypocritical, to say the least.",1
400,"""Let's also repeal laws which encourage sending jobs overseas. Those who still send American jobs overseas ought to pay a significant penalty to cover the cost of the social safety net for the [PET_BOUNDARY]laid off[PET_BOUNDARY] workers."" What laws are these? I used to advise companies on how @ @ @ @ @ @ @ @ @ @ any U.S. laws that benefited them. ",1
559,"When the ice melted, it rapidly flooded all the earth. People hurried to their canoes, but many didn't make it, and more [PET_BOUNDARY]perished[PET_BOUNDARY] when they couldn't find sheltered places. Some people reached the five mountaintops which stayed above the flood. ",1
224,The world is going to change-- without our help. Driving an [PET_BOUNDARY]economical[PET_BOUNDARY] car is smart. But it won't change sea level.,0
1108,"i picked up mine at midnight at my local best buy, did the update, played nsmbu for an hour and a half. went to [PET_BOUNDARY]sleep around[PET_BOUNDARY]:am, woke up at:am, went back to best buy and picked up sonic all-star racing and nintendoland.",0
53,"Reports of Joe Paterno's death turned out to be greatly exaggerated Saturday night. But unlike Mark Twain's famous declaration that he was still alive 115 years ago, the erroneous accounts about the former Penn State football coach's [PET_BOUNDARY]demise[PET_BOUNDARY] traveled far and wide within minutes, whipped into a firestorm by social media. ",1
177,"She docked the Jade Shadow in the docking bay of an @ @ @ @ @ @ @ @ @ @ be sacrificial while flown near the slave-carrier. Once Quee and Sebatyne [PET_BOUNDARY]disabled[PET_BOUNDARY] the ship and released the prisoners, Jade Skywalker brought them into the Dreadnaught's hangar bay with the Shadow' s tractor beam and retrieved the two females. Their damaged Dreadnaught then jumped to hyperspace, its mission successful, until the conclusion of the battle and the withdrawal of Yuuzhan Vong forces. ",0
357,"Access to Ontario Works, housing registry, building services (permits), planning services (rezoning applications), and bylaw services for businesses are available by appointment only. [PET_BOUNDARY]Late[PET_BOUNDARY] payments for the April 2 tax due date will not attract interest or late payment penalties until June 4. ",0
952,"Again, not wanting to [PET_BOUNDARY]sleep with[PET_BOUNDARY] or be in a relationship with someone because they've surgically altered their genitals does not automatically that person transphobic. Even though the transsexual person is by all means a real woman or man, the fact still remains that not everyone wants to fuck/be with someone who was not born a biological female/male. HOW DARE THEY!!!",1
449,"The IMFC also agreed that the IMF should focus its work on [PET_BOUNDARY]low-income[PET_BOUNDARY] countries on sustainable growth backed by macroeconomic reforms that support the achievement of the important Millennium Development Goals. We welcome the progress that has been made on debt relief and, once again, I congratulate the Managing Director of the IMF and the President of the World Bank for moving this forward. ",1
743,"The type of experience that ultimately leads to the loss of customers, dissatisfied customers sharing their complaints with family and friends who then [PET_BOUNDARY]pass on[PET_BOUNDARY] the negative comments to even more people, and eventually, the end of a business.",0
1074,"""a man can [PET_BOUNDARY]sleep around[PET_BOUNDARY], no questions asked, but if a woman makes nineteen or twenty mistakes she's a tramp."" -- joan rivers.",1
262,"Bright students are bored by material that lacks intellectual challenge and by group work that constantly sets them up as tutors to less able students. [PET_BOUNDARY]Expecting[PET_BOUNDARY] a single teacher in an elementary classroom to be all things to all students is not realistic. Therefore, i believe there should be more specialization even at the lower levels, so that the individualized lessons needed to meet all students' needs in each subject could be developed by a specialist who only prepares for his or her subject not all subjects every day. ",0
98,"Adovcates for public arts pled their case, while opponents cited an old, popular stat about PBS CEO Paula Kerger' s salary. ""Big Bird will starve? "" Tweeted blogger David Burge, @iowahawkblog."": The president of PBS makes $632k/year. I think she can afford to @ @ @ @ @ @ @ @ @ @ if Romney cut the government's PBS subsidy, it would hardly spell the [PET_BOUNDARY]demise[PET_BOUNDARY] of public broadcasting, much less Big Bird. As Forbes contributor and tax lawyer Kelly Phillips Erb points out, only about 12 percent of PBS's funding, funneled through the Corporation of Public Broadcasting, comes from the government subsidy. 60 percent, meanwhile, comes from private donors and grants, as well as dues paid by PBS's 350-plus member stations. ",0
992,"I remember reading some remarks by Chu, about a year ago, that sent chills through my spine,. He inferred that because we had electricity that we were a privileged society and needed to learn to live like the rest of the world, inferring that we were going to lose it. It just gave me the creeps. Perhaps he should go live in a country that is [PET_BOUNDARY]deprived[PET_BOUNDARY] of freedom and basic needs and stay there.",0
158,"The markup is valid HTML5 and SEO optimzied, with all content always being available to search engines. When using this plugin, your page layout will be consistent even if javascript has been [PET_BOUNDARY]disabled[PET_BOUNDARY]. This slider includes a smooth and powerful Ken Burns effect which is completely configurable and compatible with all major browsers (including ie7 to ie9, Firefox Chrome, Opera, Safari) and mobile platforms like iphone/ipad. ",0
824,"""just [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on stopping drugs from entering into this country""? Our govt has become involved the import of drugs and the export of guns. The corruption is inevitable when the agents don't have to follow the law and their incentive has become money, not protecting public safety.",0
368,The biotech stated that it has produced several nanoparticle-based vaccine candidates and is evaluating them in animal models in an effort to select the most promising one for testing in humans. Novavax expects to begin a phase 1 clinical study of a COVID-19 vaccine by [PET_BOUNDARY]late[PET_BOUNDARY] spring.,0
969,"""You should know there's this guy pretending to be you,"" they told him. Stossel thinks the women went on multiple slept with him... because they really felt betrayed, ""Stossel said."" But he hadn't done anything horrible to them other than maybe [PET_BOUNDARY]sleep with[PET_BOUNDARY] them and mislead them, "" which, actually, does seem pretty horrible.",1
661,"President Obama and Mitt Romney have had some well-deserved time for reflection, but emotion is still running high from Tuesday night's election. Supporters from the Romney camp grudgingly [PET_BOUNDARY]let go[PET_BOUNDARY] as his campaign conceded Florida yesterday. Over in his 2012 headquarters in Chicago, President Obama addressed his team of bright-eyed, enthusiastic staffers -- most of them young people in their 20s and 30s -- who diligently helped seal his re-election victory.",0
626,"Maybe they're a woman, or a person with disability. They could even be a trans person or a [PET_BOUNDARY]sex worker[PET_BOUNDARY]. The point is they're trying to tell you they know better than you about their issues and you know that's just plain wrong. ",1
467,"Society as a whole has the respect for life slipping through its fingers.. right wrong or indifferent the belief of Jesus has been... it civilized uncivilized dark worlds throughout history that alone is reason to question why a child with a beating heart is no more to you than what you call it... life is precious and our youth are suffering from hitlerism.. what wasnt perfect or got in his way ended up in a mass grave pushed by bulldozers.. if you were Jew, Muslim, gypsy, old.. had down syndrome or was crippled, [PET_BOUNDARY]mentally challenged[PET_BOUNDARY] you were not the perfect race.. while hitler himself had mental challenges as a child and Jewish blood running through his veins... is this the hypocrit socialpath you want to think like... all life is valuable if have sex un protected you are inviting the opportunity for conception.. and at the beginning of the first",1
710,"OK so if a fact hit an innocent in the process possibly causing, would they be any less dead if it were the shooter or the defender and how many would be SAVED? [PET_BOUNDARY]Neutralize[PET_BOUNDARY] the situation and take the consequences that is what courts are for, the fatalities could have been far less IMO.",0
664,Only a fraction of Lockheed's workers ultimately would be [PET_BOUNDARY]let go[PET_BOUNDARY] as a result of the cuts. But the company plans to send out mass notifications because it is unsure exactly which employees would be affected. The White House Office of Management and Budget has not yet provided guidance for how sequestration would be carried out.,1
936,"check dh/dss key properties to make sure they have an encryption subkey that has reached its start date, is not [PET_BOUNDARY]expired[PET_BOUNDARY], and is not revoked.",0
485,"In the vicinity of Arbulla, the Confederacy infiltrated the Sheen fleet and disabled the Hoon. When the Thraki admiral refused to believe that the Sheen had been [PET_BOUNDARY]neutralized[PET_BOUNDARY] and attempted to launch ""the twins"", the Confederacy vaporized the ship carrying these weapons. Although the Thraki attacked the Sheen anyway, they encountered no resistance and finally accepted the situation after destroying some of the Sheen warships. ",1
22,"Where was the peace and justice for all those who were left to die in their camps. Where was the peace and justice when thousands of Korean women were enslaved as ""[PET_BOUNDARY]Comfort Women[PET_BOUNDARY]"" to satisfy carnal demands of marauding soldiers. Where would the peace and justice be if Japan refused to surrender and more than a million American soldiers and Japanese civilians were killed before final victory. ",1
36,"Not more than one bonus shall be paid to or on behalf of the service of any one veteran. The bonus to which any [PET_BOUNDARY]deceased[PET_BOUNDARY] veteran would have been entitled, if living, shall be paid to the following surviving relatives of such veteran, if such relatives are residents of the state when such application is made @ @ @ @ @ @ @ @ @ @ is made: Any unremarried widow or widower, or, if none, all children, stepchildren and adopted children under the age of eighteen, or, if none, any parent, stepparent, adoptive parent or person standing in loco parentis. ",1
201,"He made similar comments Thursday night to CNBC's Larry Kudlow. The White House has [PET_BOUNDARY]dismissed[PET_BOUNDARY] speculation of a Clinton for Biden swap despite a string of recent gaffes by the @ @ @ @ @ @ @ @ @ @ 2 on the NYT bestseller list, quoted unnamed sources who revealed that top Obama aide Valerie Jarrett put the vice presidency on the table during a lunch with the secretary of state. ""The lunch was ostensibly about policy issues, but the subject of the vice presidency came up, "" he said. "" Hillary told Valerie Jarrett that she was not interested in running as Obama's vice president."" ",0
689,When and as I see myself as awkward because I am in a situation where I experience myself as out of my depth. I stop and I breathe and I bring myself here within and as myself and I in that moment stop all participation within and as the mind and I just [PET_BOUNDARY]let go of[PET_BOUNDARY] all anxiety or fear that is coming up through doing self I commit myself to delete the character of not good enough for once and for all.,0
749,"The day [PET_BOUNDARY]pass on[PET_BOUNDARY] Link Light Rail in Portland is not at all equivalent because you can't use it on the buses. With only a single line from downtown to the airport, not too many people can use light rail by itself to commute. While the ORCA card helps alleviate the problem, it is also nice to have a single integrated system for tickets here in Portland.",0
114,"The report pointed out that since 2008 alone, 21 formal complaints have been brought by communities affected by Bank investments that they say have violated their land rights. It also emphasised that while responsibility for land-grabbing lied with many actors-- from developing and [PET_BOUNDARY]developed country[PET_BOUNDARY] governments to private investors-- the World Bank had more influence to' change the terms of the debate'. ",1
988,"9. stripped... crown --image from a deposed king, [PET_BOUNDARY]deprived[PET_BOUNDARY] of his robes and crown; appropriate to Job, once an emir with all but royal dignity (Lamentations 5:16, Psalms 89:39).",0
505,"Mostly, humorous observations. I've had two Sisters in my family, both [PET_BOUNDARY]passed away[PET_BOUNDARY] in 2011 within months of each other. A lot of nuns get a bad rap. ",1
392,"[PET_BOUNDARY]Laid Off[PET_BOUNDARY] (pdf), a survey conducted by Francois Nel, in partnership with journalism.co.u k concluded that there are now between 30%-40% fewer jobs available for journalists than there were in 2001. Meanwhile, the number of students enrolling on journalism courses has gone up-- it is currently at its highest number and its highest proportion of all undergrad courses. ",1
981,"... Barred access to the protections, benefits and obligations of civil marriage, a person who enters into an intimate, exclusive union with another of the same sex is arbitrarily [PET_BOUNDARY]deprived[PET_BOUNDARY] of membership in one of our community's most rewarding and cherished institutions. Call for a Vote",0
106,"For the numbers on $10 a day, see Martin Ravallion, Shaohua Chen and Prem Sangraula, Dollar a day revisited, World Bank, May 2008. They note that 95% of [PET_BOUNDARY]developing country[PET_BOUNDARY] population lived on less than $10 a day. Using 2005 population numbers, this is equivalent to just under 79.7% of world population, and does not include populations living on less than $10 a day from industrialized nations. ",1
650,"Of course in today's society that will be seen as politically incorrect and establish a whole new segment of social' victims'. Those poor ""non-voters""!!! They just had a [PET_BOUNDARY]deprived[PET_BOUNDARY] upbringing... they are mostly minorities, so this must be racist.... if only we established better educational opportunities for them etc. ""The poor will always be with us"". However, it's also true that you can't make a poor man rich by making a rich man poor.",1
970,"I'll cope with this. I wont leave her as she's my' one'. I believe the very best line to date may be the one about me saying I have transformed, nevertheless women often [PET_BOUNDARY]sleep with[PET_BOUNDARY] random men to have their share of contact with others.",1
293,"Done on a massive scale in Gravion' s backstory: In a land dispute between two planets, the rulers of one side reject Sandman's plan to use his Super Robot to build a new habitable world (or fix their old one) out of hand, and go with Hugi's plans to send an army of Robeasts and Mecha-Mooks to [PET_BOUNDARY]exterminate[PET_BOUNDARY] the people of the other planet ",1
520,"Eternal, Jehovah, Jesus Christ, Messiah, All-beautiful, All-true, All-holy! All-loving and All-merciful in the old and in the new covenant @ @ @ @ @ @ @ @ @ @ away, but my words shall not [PET_BOUNDARY]pass away[PET_BOUNDARY]. Thou hast said: I came not to destroy the old covenant, but to fulfill it.",0
151,"So the sections relevant for section 167 are three (23, 26, 17) and all of them bring different rules and obligations. If the judges decision will state the failure of the prior consent or the unlawful dissemination of the [PET_BOUNDARY]disabled[PET_BOUNDARY] students data both @ @ @ @ @ @ @ @ @ @ It is actually forbidden, in fact, for natural persons, to disseminate other peoples data without the prior consent. This means that before uploading a picture of Facebook where other people appear, or a video for instance, the consent becomes mandatory. ",1
707,"""If a member of the audience in the front row of that theater was carrying a gun and had the ability to effecively use it, that gunman could have been [PET_BOUNDARY]neutralize[PET_BOUNDARY]d before he ever got a second round into the crowd,"" Renee Wyatt, the matriarch and business manager on Discovery's American Guns show told RadarOnline.com in an exclusive interview.",1
777,It's even possible he shared confidential information with Broadwell which she then [PET_BOUNDARY]passed on[PET_BOUNDARY] to the public (see the whole Benghazie/Prisoner thing).,0
228,But not one of these bright lights considers that the root cause might be something entirely different from all the usual neoclassical suspects. Not one considers that the actual cause of this debacle is the fact that less real physical ([PET_BOUNDARY]economical[PET_BOUNDARY]) work is being done because there is less net energy available with which to do it. The debt was definitely a factor in the rate and severity of the collapse since debt since at least the 1970s has been built up against a presumed future of production sufficient to pay back both principal and interest.,0
212,"Lesser damage was sustained by at least 19 other vessels, from CAs down to DEs. Fires occurred on three carriers when planes were smashed in their hangars; and some 146 planes on various ships were lost or damaged beyond [PET_BOUNDARY]economical[PET_BOUNDARY] repair by the fires, by being smashed up, or by being swept overboard. About 790 officers and men were lost or killed, and 80 were injured. ",1
48,"Walt's breaking to the dark side commences as early as the Pilot when the pitch-perfect Bryan Cranston as our ""hero"", bashfully blackmails his former student Jesse (a tragic character so stunningly portrayed by Aaron Paul ) into cooking meth with him. Walt initially pursues this extreme measure as an attempt to secure his family's future beyond his own [PET_BOUNDARY]demise[PET_BOUNDARY] from lung cancer. The audience sympathetically goes along feeling as though this is a genuine and clever masterplan, albeit illegal ( meh.). ",1
247,That was years ago. He is now [PET_BOUNDARY]expecting[PET_BOUNDARY] a child with my sister and still doesn't want to commit to living together in the same house. They both have seperate apartments a block away from each other.,1
995,"Article 38 Citizens who have the right to vote and to stand for election and have reached the age of 23 are eligible to be elected people's assessors, but persons who have ever been [PET_BOUNDARY]deprived[PET_BOUNDARY] of political rights are excluded functions in the people's courts, the people's assessors are members of the divisions of the courts in which they participate, and enjoy equal rights with the judges.",0
918,"some of the latest scams are e-mails claiming to be from ebay or the online payment company paypal. the fraudulent e-mails say personal information has [PET_BOUNDARY]expired[PET_BOUNDARY] and they ask the recipient to re-enter the information'a technique dubbed ""phishing."" ""it really is a fishing expedition,"" says lauer. ""they're hoping someone takes the bait and sends information back.""",0
642,He makes me laugh a lot and we're always there to support each other-- he's a great companion. We argue about once a month (the [PET_BOUNDARY]time of the month[PET_BOUNDARY] for me) over silly issues but we're generally very good about solving them.,1
504,My name is Michael Wolcott. My grandfather [PET_BOUNDARY]passed away[PET_BOUNDARY] four weeks ago. He was 78 years old.,1
844,"A fellow mother and law-school graduate sent me this quandary. I feel her intense frustration in her words, which I take not as a judgment of others, but of herself and her own particular choice. Does anyone have advice about how to restart a career in an economy that is particularly punishing for those who voluntarily [PET_BOUNDARY]pulled the plug[PET_BOUNDARY], or how to cope with the feeling of having sabotaged yourself, as you search for a way to make it all work out?",0
479,The thing is now... @ @ @ @ @ @ @ @ @ @ think we can survive with only one income which is from my husband as he also has his family to support (his mum is a single mum with 2 schooling siblings and one [PET_BOUNDARY]mentally challenged[PET_BOUNDARY] sibling). We have lots of commitments to pay off and we don't even own a house yet!,1
507,"When parents [PET_BOUNDARY]pass away[PET_BOUNDARY], fall ill or become overwhelmed, older siblings may adjust and fill the role of the guardian. Kathy Borkowski shares her experience with raising her three siblings after her parents died, and child psychologist Vicki Panaccione discusses how this relationship works on both",1
721,"The big fish must become more complex in its recognition and adaptive processes. It must recognize, identify, ad [PET_BOUNDARY]neutralize[PET_BOUNDARY] all the cultural DNA components of the little fish, just as the organism identifies, neutralizes, and becomes more intelligent in its adaptive reaction to viral DNA.",0
517,"He kept reinventing himself. He's [PET_BOUNDARY]passed away[PET_BOUNDARY] but he started out as a realistic public works artist in the' 30s then he completely freaked out and went completely abstract overnight and people were like, ""Why are you doing this? You have a following and can make money."" And then he had yet another freakout and went to a completely cartooney-style of painting. ",1
267,"We agree. Patch 1.0.4 will also include new and improved Legendary items that are more interesting, more powerful, and more epic in ways you probably won't be [PET_BOUNDARY]expecting[PET_BOUNDARY]. ",0
200,"""If you do have to make a court appearance, another option is to try to reschedule it to increase the odds that the ticketing officer doesn't show,"" says Alex Carroll, author of Beat the Cops. Because you have the legal right to question your accuser, a case will often be [PET_BOUNDARY]dismissed[PET_BOUNDARY] if a cop is a no-show. ",0
786,"""I knew that if we didn't reach 50,000 on Sunday, there would be little chance of indexing a quarter of a million names by the following Saturday,"" said President Pickup. On Sunday, members in fact indexed 80,000 names, a number that was to rise each successive day. ""I knew that when we broke the 250,000 barrier on Tuesday morning, that something special was happening,"" explained President Pickup. When the half-million milestone was [PET_BOUNDARY]passed on[PET_BOUNDARY] Friday morning, a new objective was set of 750,000 names.",0
307,and missed my turn off in Gilroy So I pull off the side of the road to ask this guy walking down the street for directions. Come to find out that this guy is [PET_BOUNDARY]hearing impaired[PET_BOUNDARY]! He starts trying to do sign language.,1
1016,"""We should have scored a one-two finish, but Jenson was [PET_BOUNDARY]deprived[PET_BOUNDARY] of an easy second place by a fuel system problem,"" he said. "" That's frustrating for him and frustrating for us, but the important thing is that our car is a winner. We've now won three grands prix in a row, and both our drivers are on top form.",0
883,"We all [PET_BOUNDARY]went to heaven[PET_BOUNDARY] in a little rowboat, and there was nothing to fear and nothing to doubt. --Radiohead",0
886,"political developments, though really the growth of ideas, are often capricious and irregular from the nature of their subject-matter. they are influenced by the character of sovereigns, the rise and fall of statesmen, the fate of battles, and the numberless vicissitudes of the world. ""perhaps the greeks would be still involved in the heresy of the monophysites,"" says gibbon, ""if the emperor's horse had not fortunately stumbled. theodosius [PET_BOUNDARY]expired[PET_BOUNDARY], his orthodox sister succeeded to the throne."" note",1
748,"And uses his justice department appointments to reinforce his agenda and point of view, not to mention giving the New Black Panthers (""kill white cracker babies"") a [PET_BOUNDARY]pass on[PET_BOUNDARY] violating the Voting Rights act at a Philadelphia polling place in 2008.",0
116,"We must be soberly aware that China is still in the primary stage of socialism @ @ @ @ @ @ @ @ @ @ China has not changed; nor has the principal problem in our society, that is, how we can meet the ever-growing material and cultural needs of the people with backward social production; nor has China's international position as the largest [PET_BOUNDARY]developing country[PET_BOUNDARY] in the world. We must bear in mind under any circumstances the paramount reality that China remains in the primary stage of socialism and will long remain so and base ourselves on this reality in pursuing all of our endeavors of reform and development. ",1
312,"In fact, much of the series revolves around Ma's increasingly strange and sometimes desperate attempts to earn enough cash, including becoming a public wailer at funerals (which ends when he mistakes the address and winds up at a wedding instead), a willing target dummy for an aspiring boxer and his eccentric family, and acting as a slightly dim intellectual to entertain a retired official who thinks that nobody in the culture ministry thinks well of him anymore. Another group of characters in the series are a gang of young beggars and thieves whom Ma befriends and eventually adopts as his ""godchildren."" Their ability to go from a life of [PET_BOUNDARY]indigent[PET_BOUNDARY] @ @ @ @ @ @ @ @ @ @ the idle beggar, holding the donor hostage by falsifying the severity of his condition. For many people in Shenyang, it is the feeling that one is being tricked, cheated, and manipulated by beggars that evokes their feelings of frustration and anger, and leads them to hold onto their money rather than depositing it in the beggar's bowl. ",1
342,"What: With normalcy slowly returning to the St. Louis Cardinals, Dean Hancock, the father of [PET_BOUNDARY]late[PET_BOUNDARY] pitcher Josh Hancock, filed a lawsuit Thursday, claiming the restaurant continued serving his son even after he was intoxicated. Dean Hancock, right, also claims the driver of the tow truck his son hit and the driver of the @ @ @ @ @ @ @ @ @ @ disabled vehicle more swiftly. ",1
