,test_no,f1,precision,recall,tn,fp,fn,tp,preds
10,0,0.8157752981916122,0.8228908188585609,0.8239962651727357,47,16,5,46,"[1 1 1 0 0 0 0 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1
 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 0
 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1
 0 1 1]"
11,0,0.8416666666666667,0.8421052631578947,0.84593837535014,51,12,6,45,"[1 1 1 0 0 0 0 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1
 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 0
 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1
 0 0 1]"
12,0,0.8157752981916122,0.8271875,0.8258636788048552,46,17,4,47,"[1 1 1 0 0 1 0 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 1
 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 0
 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 0 1 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 1
 0 0 1]"
13,0,0.8060624806681101,0.8055469953775038,0.8085901027077498,50,13,9,42,"[0 1 1 0 0 1 0 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1
 0 0 0 1 0 0 0 1 0 1 1 0 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1 1 0 0
 1 0 0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1
 0 0 1]"
14,0,0.7802790841107085,0.7817118226600985,0.784780578898226,47,16,9,42,"[0 1 1 0 0 1 0 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1
 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1 1 0 0
 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 1
 0 0 1]"
15,0,0.7894088669950738,0.8028257456828886,0.800186741363212,44,19,5,46,"[1 1 1 0 0 1 0 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1
 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 0
 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1
 0 0 1]"
16,0,0.8146341463414635,0.8138888888888889,0.8165266106442577,51,12,9,42,"[0 1 1 0 0 1 0 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1
 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1 1 0 0
 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1
 0 0 1]"
17,1,0.3214285714285714,0.2368421052631578,0.5,0,60,0,54,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]"
18,1,0.679375,0.6860613810741688,0.6796296296296296,46,14,22,32,"[1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 1 1 0 1 0 0 1 0 0 0 1 1 0 1 0 1 0 1 1 0 1 0
 0 0 1 1 0 1 1 0 0 1 0 1 1 1 0 0 0 0 0 0 1 0 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0
 0 0 0]"
19,1,0.7616724738675957,0.7633053221288515,0.7611111111111111,48,12,15,39,"[1 0 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 1 0
 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 1 1 1 1 1 1 0 1 1 0 0 0
 0 0 1 1 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 0 1 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0 0
 1 0 0]"
20,1,0.8040625000000001,0.8136189258312021,0.8027777777777778,53,7,15,39,"[1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 1 1 0
 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0
 0 0 1 1 0 1 1 0 1 1 0 1 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0
 0 0 0]"
21,1,0.8069581280788177,0.8075738916256158,0.8083333333333333,47,13,9,45,"[1 0 1 0 0 1 0 1 0 1 1 1 0 1 0 0 0 0 1 1 1 1 1 1 1 0 1 0 0 0 0 0 1 0 1 1 0
 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 1 1
 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 1 1 1 0 0 0 1 0 0 0
 0 1 0]"
22,1,0.8031397174254317,0.8175324675324676,0.8018518518518518,54,6,16,38,"[1 0 1 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0
 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1
 0 1 1 1 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0
 0 0 0]"
23,1,0.7924812030075188,0.8157367190110257,0.7916666666666666,55,5,18,36,"[1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1
 0 0 1 1 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0
 0 0 0]"
24,1,0.8055210918114144,0.8084374999999999,0.8046296296296296,51,9,13,41,"[1 0 1 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0
 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 1 1
 0 1 1 1 0 1 0 0 1 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0
 0 0 0]"
25,1,0.7936570394270874,0.81051424828038,0.7925925925925926,54,6,17,37,"[1 0 1 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0
 0 1 1 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1
 0 1 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0
 0 0 0]"
26,1,0.7224025974025974,0.7702205882352942,0.7268518518518519,55,5,25,29,"[1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
 0 1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1
 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0]"
27,2,0.445868316394167,0.6903846153846154,0.561624649859944,50,1,54,9,"[1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
28,2,0.7361111111111112,0.736842105263158,0.7394957983193278,39,12,18,45,"[1 0 0 0 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 0 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 1 0 1 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0
 1 0 1 1 0 1 1 0 1 1 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0
 1 1 1]"
29,2,0.8370911400444585,0.8503111693416312,0.8328664799253034,38,13,5,58,"[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 1
 0 1 0 1 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 0 0
 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 1 0 1 0 0 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1
 0 0 1]"
30,2,0.8505897771952818,0.8519088669950738,0.8557422969187676,46,5,12,51,"[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 1 0 1 0 0 1 1 1 0 1 0 1 1 0 0
 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1 1 1 0 0 1 0 0 1
 0 0 1]"
31,2,0.8420566502463054,0.8475100525827405,0.8496732026143791,47,4,14,49,"[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 1 0 0
 0 0 0 1 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1
 0 0 1]"
32,2,0.8747252747252747,0.8796443315338203,0.8720821661998133,42,9,5,58,"[1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 0 0
 1 0 0 1 0 1 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 0 1 1 1 1 1 1 0 1
 0 1 1]"
33,2,0.8855333281841352,0.8851600985221675,0.8893557422969187,47,4,9,54,"[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 1 0 0
 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1 1 1 0 0 1 0 0 1
 0 0 1]"
34,2,0.8419106317411402,0.8443759630200308,0.8478057889822596,46,5,13,50,"[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0 0 1 0 0 0 1 1 0 1 0 1 1 0 0
 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1 1 0 1 0 1 0 0 1
 0 1 1]"
35,2,0.858560794044665,0.8577172904423136,0.8599439775910365,44,7,9,54,"[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 1 0 1 1 0 0
 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 1
 0 1 1]"
36,2,0.884462461994231,0.8853125,0.8837535014005602,44,7,6,57,"[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 1 0 1 1 0 0
 0 0 0 1 0 1 1 1 0 1 0 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 1
 0 1 1]"
37,2,0.8503128137792539,0.8500615763546798,0.853874883286648,45,6,11,52,"[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 1 0 1 1 0 0
 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1 1 0 0 0 1 0 0 1
 0 1 1]"
38,2,0.8753124999999999,0.87723704866562,0.8739495798319328,43,8,6,57,"[1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1
 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 1 0 1 1 1 0
 1 0 0 1 0 1 1 1 0 1 0 1 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 1
 0 1 1]"
39,3,0.3700457317073171,0.7387387387387387,0.5245901639344263,3,58,0,53,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
 1 1 1]"
40,3,0.6398736398736399,0.7695852534562212,0.662851840395917,59,2,34,19,"[0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0
 0 0 0]"
41,3,0.7631396691035013,0.7683002481389578,0.7675533560160841,43,18,9,44,"[0 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0
 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 0 0 1 1 0
 1 1 1 0 0 0 0 1 1 0 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0
 0 0 1]"
42,3,0.7813299232736574,0.8092307692307692,0.779771110423755,56,5,19,34,"[0 1 0 1 1 1 1 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 1 0
 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0
 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0
 0 0 1]"
43,3,0.8232009925558312,0.8244631185807656,0.8224559232910609,52,9,11,42,"[1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0
 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0
 1 0 1 0 0 0 0 0 1 1 1 0 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0
 0 0 1]"
44,3,0.8327025565768132,0.8324074074074074,0.8331271265078874,51,10,9,44,"[1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 1 1 0 1 0
 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0
 1 0 1 0 0 0 1 1 1 1 0 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
 0 0 1]"
45,3,0.8327025565768132,0.8324074074074074,0.8331271265078874,51,10,9,44,"[1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0
 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0
 1 0 1 0 0 0 1 1 1 1 0 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 0 0 1 0 1 1 0 1 0 0 0
 0 0 1]"
46,3,0.8055210918114144,0.8067226890756303,0.8048252397154346,51,10,12,41,"[1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 1 1 0 1 0
 0 0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0
 1 0 1 0 0 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 1 1 0 1 0 1 0 0 0
 0 0 1]"
47,3,0.8232009925558312,0.8244631185807656,0.8224559232910609,52,9,11,42,"[1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 1 1 0 1 0
 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0
 1 0 1 0 0 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 0 1 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0
 0 0 1]"
48,3,0.8330121039241385,0.832820197044335,0.834364367460563,50,11,8,45,"[1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 1 1 0 1 0
 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0
 1 1 1 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 0
 0 0 1]"
49,3,0.8327025565768132,0.8324074074074074,0.8331271265078874,51,10,9,44,"[1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 1 1 0 1 0
 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0
 1 1 1 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 0
 0 0 1]"
50,3,0.8592592592592592,0.8588597842835131,0.8601917723476646,52,9,7,46,"[1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0
 0 0 1 1 0 0 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0
 1 0 1 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1 1 0 0
 0 0 1]"
